rooms_per_household,bedrooms_per_room,income_per_capita,ocean_proximity,rooms_income_interaction,median_income_squared,median_house_value
5.017656500802568,0.20057581573896352,0.0014172173913043478,3.0,10189.5096,10.62499216,103000.0
4.473544973544974,0.23270254287403902,0.0029014459665144595,3.0,12893.875,14.53515625,382100.0
5.645833333333333,0.17448603057459147,0.0045424043715846995,3.0,7884.5010999999995,17.27482969,172600.0
4.002816901408451,0.2582688247712878,0.0013698871650211564,3.0,2760.2925,3.7733062499999996,93400.0
6.268421052631579,0.1809403862300588,0.004066590389016018,2.0,8466.1044,12.63233764,96500.0
6.282147315855181,0.16057233704292528,0.0024574025974025975,2.631770182809129,33325.4264,43.86015529,264800.0
4.345360824742268,0.24733096085409254,0.0018591881918819189,2.631770182809129,4247.3712000000005,6.346368640000001,157300.0
6.052757793764988,0.1576862123613312,0.007997197197197197,4.0,20164.7408,63.82731664000001,500001.0
3.620578778135048,0.28063943161634103,0.0018315018315018315,2.631770182809129,1689.0,2.25,139800.0
5.742690058479532,0.20061099796334012,0.0064574272588055134,4.0,4140.7994,17.780558890000002,231900.0
3.2417391304347825,0.33047210300429186,0.0013042690058479532,2.631770182809129,4157.2792,4.974238090000001,159400.0
6.490259740259741,0.1875937968984492,0.003833333333333333,2.0,5747.125,8.265625,96000.0
3.0126582278481013,0.36186974789915966,0.0005889356922212861,2.631770182809129,3993.0688,4.39824784,187500.0
4.722033898305085,0.21608040201005024,0.003939075630252101,2.631770182809129,3917.8125,7.91015625,229900.0
5.054474708171206,0.19784449576597382,0.001691613247863248,2.631770182809129,8227.0866,10.02798889,117700.0
5.355353075170843,0.19523606975754998,0.002474251497005988,2.631770182809129,6800.0324,8.36597776,169600.0
5.900560224089636,0.17825777355803465,0.002127619507484307,2.0,18563.7419,19.415479689999998,130800.0
4.9943609022556394,0.19382762514113663,0.0021729979466119094,2.631770182809129,11247.080999999998,17.918288999999998,157400.0
3.0577617328519855,0.3282172373081464,0.0011168355416991426,2.631770182809129,1213.6663,2.0532024100000004,94100.0
4.794029850746269,0.22042341220423411,0.0020910390848427073,2.0,3522.7609999999995,4.811442249999999,72700.0
7.508403361344538,0.13570229434806938,0.006447169811320755,2.631770182809129,30530.895,72.97430625000001,500001.0
6.0418994413407825,0.20157189089227925,0.0025926526717557252,2.631770182809129,5877.087299999999,7.382632409999999,95800.0
3.987138263665595,0.25161290322580643,0.0014318181818181817,2.631770182809129,1953.0,2.480625,97500.0
7.046728971962617,0.21352785145888595,0.009142914979757086,2.0,1702.7582000000002,5.0999188900000005,78800.0
6.764705882352941,0.15893719806763285,0.0075029085872576175,4.0,11213.396999999999,29.344972409999997,292000.0
5.05,0.26732673267326734,0.005691034482758621,2.0,166.6904,0.6809550400000001,42500.0
3.75,0.26455026455026454,0.0038504395604395604,2.631770182809129,3311.1854999999996,12.27731521,187500.0
4.715254237288136,0.24299065420560748,0.004789135802469136,2.631770182809129,5395.9672,15.04819264,218200.0
6.101910828025478,0.20146137787056367,0.002441707556427871,2.631770182809129,4767.199600000001,6.190641610000001,87500.0
5.366594360086768,0.2016976556184317,0.002223529411764706,2.631770182809129,6733.2384,7.40710656,146300.0
6.28139534883721,0.19622362088115514,0.002975877192982456,2.0,10995.770999999999,16.573040999999996,137400.0
4.530898876404494,0.23558586484810912,0.002538185085354897,2.631770182809129,4556.725,7.980625000000001,276700.0
3.9292929292929295,0.2634961439588689,0.002955176470588235,2.631770182809129,1954.2581999999998,6.309641609999999,180500.0
4.725907384230288,0.21583686440677965,0.0018250795334040296,2.631770182809129,12997.3696,11.84805241,155300.0
5.966911764705882,0.18730745532963647,0.004135138248847927,2.631770182809129,5825.4339,12.88307449,276000.0
5.388781431334623,0.20064608758076094,0.0013166884816753926,2.0,5605.153399999999,4.047741609999999,75800.0
4.7309417040358746,0.21516587677725119,0.0008550254623425356,2.631770182809129,13462.222000000002,10.176738010000001,167600.0
6.274356103023516,0.16741031590219524,0.0016675862068965517,2.631770182809129,28450.913399999998,25.784052839999998,293700.0
2.5576470588235294,0.3891444342226311,0.0012022304832713755,2.631770182809129,1054.6073999999999,0.9412880399999999,225400.0
5.0903846153846155,0.20362674726105023,0.002674813306177868,2.0,10429.18,15.5236,223900.0
6.1953125,0.18915510718789408,0.006002391629297459,2.0,3184.3708,16.12504336,89300.0
5.7024539877300615,0.18128025820333513,0.007403444034440344,2.631770182809129,11189.321,36.228361,294500.0
4.568831168831169,0.2296759522455941,0.0025846866096866095,2.631770182809129,6383.2351,13.168915209999998,195800.0
